ward_preci,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
0605,4913670.669745958,6891177.829099307,8261177.829099307,9824206.896551725,14492482.75862069,14443555.04587156,14400228.832951944,12138878.71853547,11674324.942791762,11564376.41723356,12105646.258503402,12340408.163265307,12778299.776286354,13525055.928411633,13990850.111856824,14937960.088691795,20010580.088495575,21837119.690265488,24533485.840707965,30104014.73214286,31630757.36607143,33548517.86492375,38094759.782608695,36516845.14038877,33767368.75,30822904.30107527,30177348.614072494,30964404.051172707,33147047.44680851,35473780.25477707
1410,5153773.584905661,8383132.075471698,9647509.433962265,11571962.264150944,16302377.358490566,11166792.452830188,11264113.20754717,16616943.396226415,14965535.055350553,14500036.900369003,13975571.955719557,14458376.383763839,14524079.422382671,14254532.374100719,14550287.769784173,15594316.54676259,18936294.964028776,21195487.05035971,22164460.431654677,31221947.482014388,31859428.77697842,35514007.16845878,45931173.83512545,45701748.7544484,40323626.33451957,35569536.65480427,35381886.12099644,35219610.320284694,36908540.92526691,39837046.2633452
1411,3690075.187969925,4950526.315789473,6178947.368421053,7538872.180451128,12360827.067669174,12191766.917293234,12257819.54887218,11859622.641509434,10680339.62264151,10108834.586466165,9963233.082706766,10303308.270676691,10345000.0,10544436.090225564,11043421.05263158,13169925.65055762,16386245.35315985,17469219.33085502,19900996.3099631,25708443.542435423,27498746.125461254,27462913.04347826,41279857.14285714,40983485.758513935,32232438.39009288,29106039.009287927,29952094.769230768,29821649.53846154,30116441.846153848,32108815.384615384
1412,4625601.851851852,5975370.37037037,7026203.703703703,8362824.074074074,12288657.407407407,10714675.925925925,10734009.216589862,10351382.488479262,9351773.58490566,9104679.245283019,9263609.02255639,9481417.910447761,9518713.235294119,9181985.294117646,9838198.529411765,10028750.0,12803634.55882353,14133969.11764706,15769105.147058824,20510737.05035971,22256617.62589928,24438338.489208635,28855148.201438848,28960377.338129498,24732921.94244604,21164729.136690646,21352451.785714287,21253730.35714286,21808373.57142857,22848778.57142857
0609,15002266.666666666,26232633.333333332,30012466.666666668,35656833.333333336,45335866.666666664,37430000.0,36747973.42192691,40623986.71096346,34710625.0,34231282.89473684,29263519.736842107,29708137.25490196,29869771.241830066,31945504.885993484,32575407.166123778,33929641.693811074,46410097.71986971,47231806.451612905,50627903.22580645,64491354.838709675,65231445.161290325,67797837.09677419,75561966.12903225,72819429.03225806,69168171.61290322,67097118.971061096,67148514.46945338,68085755.62700965,81760769.1318328,84414010.28938907
1414,4754918.032786885,6654426.229508197,7835546.4480874315,9514590.163934426,13385546.448087431,13273715.846994536,14017404.371584699,13253360.655737706,17904371.584699452,17520819.672131147,17162103.825136613,17318360.655737706,17429644.808743168,17302961.95652174,17673260.86956522,18186945.945945945,20744508.06451613,22847970.430107526,25137922.043010753,30127836.02150538,32262473.11827957,32731448.387096774,42184686.82795699,41137586.631016046,35697050.80213904,30844336.772486772,30642361.64021164,30573155.29100529,31756666.666666668,32938575.396825396
0112,12318854.707379134,194478602.54452926,21962519.083969466,26189007.633587785,35502773.53689568,27544631.043256998,27466294.416243654,25217563.45177665,21324452.926208653,20410992.366412215,23516972.010178115,23724987.27735369,23552137.404580154,24624834.605597965,25138753.180661578,25786132.315521628,32651908.396946564,32978982.188295167,35244580.152671754,44444961.83206107,45887989.82188295,50425368.956743,62550733.333333336,59313084.17085427,54664153.26633166,51412110.55276382,51143382.4120603,51635702.7638191,51385697.73869347,53837211.05527638
0113,10202350.674373796,12939576.923076924,14653423.076923076,17847557.692307692,23072211.53846154,22461842.610364683,22201689.05950096,20289674.95219885,19240650.095602296,17396768.64244742,17724321.223709367,17877609.942638624,19628030.592734225,21641720.84130019,23243645.03816794,24917896.74952199,30928587.786259543,32273542.85714286,34234990.47619048,41295690.11406844,43776666.349809885,47607321.9047619,56097273.9047619,53108172.571428575,49655898.47908745,44045502.61682243,42892452.523364484,43880974.531835206,43566920.18691589,48060810.093457945
0110,5532505.109489051,7322919.7080291975,8661776.155717762,10640389.294403894,15565523.11435523,14869464.720194647,14925352.798053527,13195085.158150852,13349757.281553399,12762475.72815534,13473502.415458938,13761304.347826088,13796062.801932367,11782198.06763285,12306521.739130436,12892753.623188406,16809247.826086957,18041903.623188406,20195230.43478261,27232313.13868613,29073162.530413624,31168111.53846154,35248696.634615384,34774176.442307696,28490112.980769232,26047124.03846154,25138825.240384616,25333721.875,25969993.028846152,28538528.365384616
0111,7079990.262172285,9085018.72659176,10936760.299625468,13323507.462686567,17922425.37313433,17924253.731343284,17782843.866171002,16060315.98513011,14192122.905027933,13617597.765363129,13682364.990689013,13875121.04283054,13708249.534450652,13517318.43575419,14749702.048417132,15125251.396648044,19581126.62942272,20753784.91620112,22494179.702048417,29641215.241635688,31551164.126394052,35454014.84230056,40844504.81481481,40661428.22878229,35159057.35294118,32364814.338235293,31368304.411764707,31401001.838235293,32100788.62385321,34789730.09174312
