ward_preci,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
2114,2881,4629,5714,6601,8239,8192,8192,6881,6000,5953,6357,6442,7688,7677,8154,8564,11672,12561,13838,16243,16979,17588,20255,19362,18064,18045,17864,18294,19146,20411
2115,2861,4304,4952,5897,7824,7751,7751,6359,5555,5548,6044,6228,6913,7226,7313,7898,11239,12056,13459,16218,14894,16388,19883,19208,17414,17029,16857,17395,18663,19632
2116,3365,5699,6847,8207,10027,9985,9985,8203,7064,7064,7203,7424,8329,9052,9469,10271,13246,14109,16010,18989,19680,20297,21111,20151,19645,18989,18799,19035,20713,22109
1609,2761,3360,4199,5293,7270,7265,7265,6677,5773,5568,5691,5818,5729,5996,6219,6503,8920,9252,10265,13968,14837,16271,18880,17662,15842,14925,14757,14757,15043,15666
0305,7793,10047,11758,12166,11891,11891,12701,9285,8924,7839,8225,8928,9285,11166,12428,13357,16642,16880,16761,15947,15333,16166,18761,22204,23556,21375,19761,20119,20500,22166
1608,2980,3651,4303,5217,7325,7289,7303,6398,6026,5749,5825,5871,5854,6403,6672,6897,8728,9570,10835,15104,15481,16973,19512,18675,16992,15697,15537,15554,16112,16138
1612,3660,4769,5533,6751,9190,9239,9292,7960,7554,7281,7732,7849,7762,8087,8360,8619,11250,11913,13388,17432,17489,18550,22312,21476,20542,19611,19439,19417,20557,21038
0307,3688,5197,6520,7785,9489,9513,9489,8033,7674,7658,8044,8366,8914,10439,10458,11408,18179,19941,20771,26462,28343,29949,36387,35902,36871,34907,34494,36325,37852,39566
1105,1583,2050,2625,3397,5309,5403,5408,5072,4375,4151,4197,4324,4308,4489,4696,4745,6494,7225,8417,11681,12561,13758,15648,15298,12957,12438,12313,12461,12788,13144
1109,2316,3994,5089,5947,7475,7510,7547,7242,6150,6005,6282,6442,7122,7273,7697,8017,11254,11876,13287,18113,19130,21069,23178,22124,20556,19674,19567,19567,20574,20700
2014,4713,5636,6930,7969,10280,10251,10251,8823,8809,9066,9828,10106,10812,11488,12061,12515,14969,15270,16733,20684,22111,22500,24675,23066,22132,21768,21612,22702,23236,23448
1911,1908,3112,3934,4734,6680,6771,6870,6637,5874,5901,5880,5859,5900,5708,6043,6325,8241,9037,9943,13373,14207,15658,19362,19142,16954,14935,14812,14786,15232,15328
1910,2654,3464,4361,5235,7426,7416,7439,6916,6394,6394,6258,6372,6375,6651,7000,7295,9821,10556,11347,14889,15811,17202,19477,19178,17206,16369,16079,16079,16643,16655
1913,2283,3333,4191,5070,7153,7165,7169,6651,6072,6072,5929,5986,5896,5908,6385,6695,9330,9701,10778,14131,15059,16501,19714,19276,16670,14894,14571,14642,15153,15240
1912,3410,4929,6060,7354,10247,10194,10194,8611,8598,8598,8786,8834,8919,9431,10008,10346,13762,14336,15485,20624,21520,22276,25280,24147,23341,22707,22413,22370,22903,22927
2112,2767,4055,4864,5821,7668,7610,7533,6832,6180,5869,6224,6371,6735,7476,7676,7975,12187,12752,14245,16550,16860,18269,21399,20356,19849,18661,18475,18620,19832,20991
1802,1932,2651,3154,3897,5994,6000,6071,5639,5279,5189,5031,5148,5141,5259,5546,5725,7218,7721,8627,11966,12160,13542,16851,16462,13669,11914,11644,11609,11458,11531
2213,3596,5128,6155,7397,9621,9602,9602,7949,6836,6841,6891,7257,7313,7882,8397,9049,12713,13422,14831,17639,17830,18460,20891,19853,18460,17380,17226,17251,18317,18866
0304,2747,5081,6070,7339,9020,8825,9064,6808,6285,6251,6451,6803,7280,7962,8179,9251,11639,12477,12580,16977,17085,18177,22804,23972,23949,22565,21844,23037,24778,25867
2211,4032,4847,5877,7043,8839,8839,8881,8228,7164,7164,7450,7850,8244,8750,9192,9808,13254,14059,15673,19350,20269,21125,22960,21539,20617,18893,18713,18740,19329,21037
1509,1571,2034,2583,3231,4414,4430,4440,4353,3843,3654,3537,3627,3561,3286,3453,3620,5456,5814,6511,10097,10827,11886,13345,12844,9575,8733,8026,8068,8343,8911
0804,934,1617,1851,2339,3837,3853,4052,3652,3395,3400,3190,3284,3300,2869,2886,3164,4245,4440,5109,6379,6789,7693,10597,10711,9784,9404,8778,8506,9013,9464
0805,1142,1814,2142,2766,4891,4889,4890,4684,4350,4106,3981,4205,4163,3647,3804,3963,5561,5968,6657,10648,11370,12494,14997,14443,12716,9988,9827,9772,9786,9672
0806,1033,1756,2100,2628,4406,4416,4420,4083,3821,3648,3478,3577,3595,3279,3414,3528,4802,5068,5501,8033,8745,9620,12510,11841,10763,8623,8462,8510,8127,8357
0807,922,1562,1878,2425,4077,4141,4247,3922,3650,3519,3232,3400,3329,2857,2971,3161,4577,4935,5490,8047,8538,9333,12577,12472,10646,8850,8737,9042,9831,9972
0801,1561,2980,3283,3677,4443,4443,4354,2965,2981,2464,2357,2357,2715,2852,3137,5488,6754,6754,6759,7107,7263,9217,11390,13392,13392,13843,13612,12350,14954,16545
0802,2755,4333,5133,6297,7901,7639,7811,6807,6382,6426,6230,6204,6461,7585,7849,8287,13000,14335,14602,17522,17904,19353,25120,25144,23233,23224,23140,23407,24524,26336
0803,1052,1535,1837,2376,3761,3761,3836,3541,3316,3183,3111,3231,3238,2932,3021,3140,4466,4466,4915,5845,6427,7640,10960,10720,9747,8553,8827,8603,8913,9354
1106,1355,2022,2686,3441,4707,4733,4791,4569,4069,3857,3868,4026,3912,4067,4277,4468,6568,7093,8193,12809,13781,14946,15874,15456,13362,12279,12294,12417,13210,13556
1107,1873,2238,2786,3566,5381,5472,5556,5067,4308,4083,4305,4399,4478,4693,5000,5056,7140,7754,9000,13174,13557,14704,16252,15708,13691,13172,13057,13111,13558,13623
1104,1458,2094,2673,3403,5238,5276,5280,5006,4385,4128,4194,4315,4247,4574,4801,4882,6428,7157,8153,11286,12230,13202,15867,15243,13194,12684,12557,12496,12388,12834
2108,3855,4871,5959,7148,9389,9389,9380,8009,6980,6909,6980,7312,8327,8645,9238,9761,13640,14419,15677,18143,19015,20085,22394,21229,19521,19369,19175,19584,20983,22146
2020,4484,5814,7107,8215,10784,10784,10800,9114,9089,9104,9852,9902,10232,10813,11551,11912,15224,16250,17428,20788,22253,22794,25460,23664,23539,23153,22925,22940,24185,24224
0301,3030,5238,5942,7245,8840,8943,8983,6698,6112,6107,6281,6500,7244,8017,8160,9428,11573,12292,12292,15393,15717,16853,20292,21970,22140,20886,20480,21220,23260,24916
1101,1332,1723,2041,2595,3824,3867,3905,4048,3784,3557,3319,3404,3385,3433,3614,3897,6190,7115,7773,10507,10668,11966,14591,14116,12155,11633,11292,11292,11565,12029
2103,2558,3944,4732,5700,6929,6934,6968,6123,5293,5135,5016,5300,5274,5925,6180,6475,9858,10515,11749,16139,16629,17719,18523,18427,17854,17378,17192,17538,18164,19530
2102,4086,5994,7022,8082,10217,11145,11145,9857,9262,9296,9381,9753,10419,10939,10687,10925,12784,13090,14534,17145,17669,19507,23028,26100,24524,22976,22284,22666,25286,27524
2101,3516,5639,6675,8400,11515,11515,11569,8987,8287,8417,8664,8695,9207,9824,10000,10187,13628,14918,16271,17961,18650,19537,23655,24037,23378,22861,22634,22634,23069,24236
2107,2648,3966,4810,5956,7366,7396,7366,6212,5533,5432,5385,5557,5636,6045,6430,6876,9804,10573,11270,15124,16070,16880,19019,18493,17497,17121,16962,17326,18316,19925
2106,3061,4467,5402,6371,8187,8187,8169,7299,6547,6455,6683,6867,6858,7266,7741,8213,10427,11078,12478,15412,15924,17084,19874,19219,18537,17855,17669,17752,18429,19301
1108,1647,2521,3177,4103,5850,5850,5907,4984,4203,4015,4308,4384,4481,4766,4991,5154,7223,7772,8617,11992,12317,13575,15625,14921,13559,12322,12206,12225,12628,12925
2104,2600,4148,5007,5898,7826,7810,7763,6740,6156,6054,6096,6327,6350,6820,7187,7561,10434,11014,12207,15614,16411,17552,19891,19644,18940,18375,18190,18527,19480,20853
1209,1395,1774,2117,2582,3362,3362,3362,3154,2939,2797,2642,2731,2679,2975,3090,3164,4580,4995,5885,7479,7765,8489,11081,10640,8233,6659,6254,6274,6541,6896
1208,1140,1692,2032,2519,3439,3414,3414,3294,3126,2930,2783,2818,2819,2950,3143,3254,4728,4809,5759,7462,7615,8466,11385,10972,8319,7206,6834,6849,7077,7496
1205,1030,1760,2098,2559,3827,3861,3959,3578,3310,3182,2883,2908,2903,3227,3274,3464,4921,5882,6529,8793,8717,10693,12660,12289,10326,8463,7869,7869,7946,8445
1204,1029,1726,2048,2591,3914,3964,3969,3845,3538,3393,3289,3339,3244,3093,3233,3448,4859,5520,6334,8374,8929,9687,13210,12743,10858,9260,8854,8943,9315,9947
1207,1282,1772,2128,2582,3486,3480,3486,3288,3048,2906,2631,2688,2685,2916,3063,3231,4426,4800,5643,7471,7665,8423,11260,10539,8097,7356,6854,6860,7025,7432
1206,939,1595,1905,2420,3557,3545,3551,3584,3314,3147,3032,3091,3073,2923,3004,3293,4594,5147,6068,8555,8952,9900,12872,12441,10330,8843,8457,8465,8684,9202
1201,1054,1750,2082,2587,3944,3976,4007,3856,3587,3387,3135,3168,3145,3122,3182,3350,4842,5448,6175,8575,9061,10147,13451,12810,10854,9176,8730,8769,9398,9844
1203,882,1951,2294,2796,4018,4032,4018,3835,3567,3321,2970,3084,3131,3268,3407,3508,5177,5507,6244,8750,8971,10204,12997,12429,10245,8913,8562,8607,8841,9299
1202,1196,1720,2064,2536,3551,3560,3587,3354,3122,2952,2686,2732,2756,2908,3024,3126,4554,4781,5653,7471,7743,8480,11423,11088,8595,7437,7035,7043,7286,7741
1809,3197,4240,5222,6458,8953,9047,9109,8309,7908,7843,8033,8155,8319,8436,8870,9275,11403,12610,13658,17941,19330,20839,22837,22303,21029,19944,19563,19743,20511,20511
1606,2068,2738,3423,4208,6188,6197,6197,5611,4899,4705,4737,4809,4743,4878,5057,5291,7117,7469,8275,11523,11863,13059,15547,14657,12329,11486,11421,11619,11784,11877
0302,2879,5716,6857,8637,10647,10647,10637,7531,7099,7099,7517,7785,8571,9033,9033,10351,12660,13464,14336,19839,20148,21245,27153,27243,27088,25955,25454,26041,28593,30073
1814,2237,3126,3935,4775,6799,6799,6821,6201,5789,5564,5709,5773,5793,5910,6228,6421,8340,8342,9171,13073,13689,14769,17415,16742,14058,12128,12006,11933,12377,12944
1815,2528,3390,4237,5142,7362,7362,7382,6703,6246,6020,6260,6410,6420,6556,6726,6985,9027,9161,10050,13693,14431,15794,19506,18656,15994,14190,13730,13692,14042,14476
1816,3793,4720,5806,7091,8839,8816,8848,7964,7934,7614,8137,8333,8288,8681,8971,9399,11534,12275,13465,17514,18701,19758,21751,21299,19266,17527,17869,18817,19124,19187
1817,4117,4702,5878,6978,9600,9601,9660,8542,8390,7934,8018,8139,8110,8116,8608,8833,11096,12189,13694,17516,18588,20199,23286,22383,19886,18491,17909,17909,18108,18130
1810,2905,4066,5029,6077,8431,8448,8494,7496,7071,7071,7157,7193,7195,7652,8091,8330,10566,11503,12593,15611,16780,18070,20385,19920,18514,17565,17391,17435,17935,17963
1811,3704,4928,6067,7463,10406,10021,10187,8121,8121,7799,8057,8008,7928,9469,10026,10152,11580,12481,13496,18158,19278,20883,23556,22802,20905,19560,18909,19695,20012,20039
1812,3242,3987,4939,5990,8587,8558,8558,7564,7362,7035,7378,7278,7421,7646,7921,8181,10323,11028,12270,16397,17508,19023,21490,20419,18559,16845,16297,16951,17360,17407
0407,2506,4437,5283,6448,8508,8508,8245,5954,5574,5448,5874,6124,6649,7280,7280,9004,11039,12014,11698,14013,14744,15996,18762,19097,19097,17325,17236,17585,19060,21750
0408,2845,5212,6727,8167,10926,10894,10712,8339,7691,7555,8088,8597,9316,9674,9946,10586,14764,15815,17456,21551,22689,24217,28250,27777,27548,26189,25927,27270,27192,28327
0409,3240,4647,5866,7153,13367,11743,11743,9034,8713,8485,9739,9938,10478,12801,12991,12991,16299,17502,20607,23304,23755,24773,27054,26951,26238,24756,24387,24510,25112,26683
1818,2437,3588,4475,5336,7339,7350,7350,6896,6543,6237,6375,6469,6498,6388,6684,6989,9017,9320,10506,13992,14708,16190,19360,18333,15257,13876,13298,13248,13810,14004
1819,3429,4167,5137,6204,8483,8514,8509,7565,7564,7248,7416,7378,7390,7723,8005,8526,10326,11034,12049,15990,17080,18239,20607,19885,18868,16786,15975,16737,16900,16928
1610,1874,2854,3650,4491,6928,6928,6917,6443,5520,5302,5318,5406,5354,5373,5640,5900,7873,8242,9205,12780,13366,14609,17869,17042,15469,14263,14072,14167,14734,15352
1611,3249,3671,4343,5277,7398,7446,7459,6385,5897,5757,5912,5983,5965,6386,6634,6931,8769,9363,10513,14234,14403,15759,18743,17977,16363,15235,15162,15183,15910,16005
1110,2139,3662,4625,5451,6603,6646,6646,6147,5200,5013,5308,5598,6067,6621,6918,7342,10078,10553,11979,15480,16562,18036,20007,19148,18239,17424,17250,17250,18379,18636
2001,3391,4084,5092,6014,8014,8014,8014,7042,6712,6653,7021,7282,7296,7582,8061,8405,11411,12387,13767,17088,18353,19084,20708,20158,19356,18438,18375,18255,18770,19146
0710,1221,1654,1983,2584,4445,4445,4452,4157,3819,3554,3524,3632,3636,3666,3803,3990,5756,6131,7042,9798,10822,11925,14268,13651,12120,9818,9438,9493,9487,9830
0401,5120,7434,9292,10669,12686,12502,12502,10795,10366,10225,11356,12283,13168,14661,15389,16136,22812,25141,29666,36182,37486,39603,44021,43986,44039,42197,42429,45453,48544,52458
0402,3994,6870,8531,10180,12234,12016,12129,9343,9005,8799,9537,10036,10544,12277,12683,13557,20187,21529,22527,22939,25746,28085,30995,31596,34295,34295,32861,33403,32165,35175
0403,4943,6626,8282,9789,11549,11211,11204,9826,9537,9515,10699,11361,11903,13026,14270,15039,21365,24009,28174,34963,37249,38762,43117,42942,43018,40921,41459,44038,47286,49720
0404,3824,6537,8087,9550,11518,11518,11518,9742,9409,9369,10299,10958,11506,13049,13924,14803,20934,23295,27264,32942,35005,36257,41023,41300,41596,39800,40037,43650,46127,49730
0701,3067,3774,4729,5794,7355,7356,7354,6299,5969,5899,6413,6722,7012,7777,8032,8565,11535,12583,14055,16521,17370,18304,21083,19805,18984,18815,18626,19119,20938,22974
0303,2682,5185,6137,7442,9229,9135,9165,6632,6304,6358,6675,6913,7565,7554,7557,8833,10982,11674,11751,14451,14186,15027,17013,20396,20472,19266,18979,19685,20937,23346
1807,2666,3509,4338,5291,8109,8082,8099,7460,6860,6598,6765,6856,6661,7009,7462,7608,9789,10403,11398,14825,15922,17512,20100,19705,17054,15427,14945,14957,15321,15328
1806,3217,4012,4965,6058,8657,8714,8709,7823,7417,6980,7029,7153,7161,7306,7670,7903,9621,10277,11520,14873,14916,16432,20890,20069,18005,16064,15011,15039,15255,15301
1805,2887,3652,4510,5475,7964,7970,8032,7150,6760,6355,6515,6601,6575,6807,7109,7450,9166,9743,10987,14111,14129,15596,19570,18669,16550,14600,13647,13734,13945,13980
1804,2761,3218,3843,4761,7068,7068,7072,6412,6005,5906,5648,5775,5788,5972,6197,6387,8260,8642,9585,12228,12321,13535,18800,18542,15272,13415,12732,12458,12726,12964
1803,2566,3471,4010,4893,7034,7034,7072,6483,6095,5909,5913,6028,6065,6364,6671,6779,7985,8713,9470,12396,12579,13884,17962,17538,15512,13398,12908,12493,12204,12525
0406,4001,5590,6556,7841,9454,9430,9224,7011,6127,6143,7464,7502,7647,9003,9088,9451,14261,14716,15644,14569,15000,16325,18787,19384,19580,18519,18056,18384,19777,20861
1801,2938,3353,3953,5015,7733,7733,7733,7048,6620,6485,6229,6348,6314,6633,6900,7080,8872,9182,10164,13181,13589,14972,19871,19561,16344,14350,14007,14007,13295,13295
1601,1697,2318,2893,3479,5277,5263,5277,4813,4177,3910,3933,4045,4012,4075,4251,4507,5795,6272,7060,9994,10494,11493,13795,13651,10842,10013,9690,9740,9703,10185
1603,1678,2316,2939,3564,5219,5219,5228,4852,4087,3969,3668,3836,3880,4150,4296,4555,6525,6831,7583,10513,11161,12257,14464,14412,11592,10514,10288,10198,10068,10247
1602,2194,2993,3739,4457,6122,6154,6157,5633,4934,4722,4593,4712,4514,4624,4774,5041,6618,7034,7778,10907,11564,12685,15131,14961,12858,11553,11136,11233,11152,11831
1605,2259,2837,3507,4363,6056,5976,5972,5413,4756,4546,4455,4536,4514,4636,4839,5126,7071,7306,8269,11171,11948,13114,15537,14933,13148,12216,12093,12235,12379,12886
1604,2086,2487,3152,3872,5715,5715,5748,5195,4363,4283,4186,4177,4175,4218,4396,4645,6604,7065,7832,10591,11168,12271,14528,14008,11421,10184,10081,10386,10799,10908
1607,3094,3311,4170,5299,7377,7394,7418,6788,5857,5638,5772,5909,5767,5968,6214,6546,8766,9119,10103,13856,14883,16360,19126,17778,16104,15041,14586,14614,14766,15271
1808,3319,4059,5003,6093,8619,8588,8625,7736,7304,7291,7376,7496,7382,7656,7970,8156,10396,11013,12055,15071,15453,16993,22488,21092,19030,17300,16348,16394,16250,16379
2002,3055,3898,4876,5871,7933,7976,7991,6979,6581,6497,6510,6591,6589,6879,7283,7632,10267,11322,12598,15388,16764,18017,19886,19124,16824,15213,15125,15125,16275,16859
2003,4403,5010,6119,7325,9846,9831,9850,8647,8653,8629,8966,8979,8990,9529,9991,10296,11210,11975,12920,17705,18690,19754,21601,20324,19878,18153,17295,18069,18633,19284
0709,1383,2032,2580,3188,4978,5014,4978,4543,4003,3577,3489,3611,3573,3634,3792,4006,5510,5796,6615,9890,10510,11344,14022,13347,11723,9988,9720,10056,10545,11116
0708,1748,2277,2881,3540,5356,5345,5346,4803,4231,3751,3610,3792,3767,3894,4003,4222,5598,5794,6365,9773,10379,11560,14490,13584,12135,10382,10249,10591,11208,11704
2006,4758,6434,7919,9122,11140,11140,11231,9989,9987,9589,10368,10804,11037,12011,12522,12967,16308,17288,18582,22679,24101,24483,26534,24067,22791,22506,23332,24380,25382,25387
2007,3568,4402,5413,6553,8575,8578,8588,7455,7208,7122,7707,7826,7826,8605,9058,9344,11642,12451,13690,17530,18589,19157,20916,20161,19546,18607,18554,18235,18824,19238
2004,2929,3898,4860,5773,7816,7808,7816,6975,6591,6449,6772,6948,6949,7680,8136,8537,11366,12337,13546,16899,18058,18669,20156,19662,18904,18298,18180,17867,18240,18650
2005,4161,5568,6793,8269,10260,10241,10270,8959,8942,8927,9572,9636,9944,10600,10992,11355,13884,14543,15816,19617,20933,21708,23585,22394,21610,20980,20725,20823,22016,22286
0703,2431,4021,4903,5984,8807,8800,8784,7484,7072,6918,7418,7624,7832,8202,8542,9132,11663,12836,14391,17451,18515,19218,23103,21914,21129,20365,20383,21034,21962,24013
0702,2611,3881,4772,5847,8201,8201,8215,7505,7116,6981,7394,7459,7749,8138,8460,8986,12162,13251,14640,17725,18624,19490,22994,22227,21379,20917,20755,21179,22464,24661
2008,3754,3992,4947,6055,7999,8004,7988,6940,6806,6598,6747,6871,6971,7424,7796,8122,10673,11363,12392,15680,16841,18089,20000,19223,18220,17717,17592,17735,18255,18348
2009,4046,4413,5498,6649,8805,8805,8795,7829,7517,7335,7594,7719,7710,8126,8450,8759,11633,12388,13543,17102,18319,19786,22270,21169,20078,19381,19187,19074,19644,20099
0707,1389,2056,2612,3289,4886,4886,4886,4115,3735,3735,3952,4053,4241,4370,4994,5277,6289,6289,7727,10012,9989,11048,12133,14814,14814,13258,13284,13727,14552,15741
0706,1566,2609,3286,4097,6760,6728,6714,6140,5623,5495,5481,5504,5839,5953,6383,6594,8971,9859,10921,13686,14708,16184,20389,19872,18942,17772,17594,17803,18864,20287
0705,1766,2671,3351,4186,6429,6576,6466,6004,5466,5340,4928,5056,5323,5488,5779,6092,8934,9977,10937,14391,15312,16763,20875,19554,18640,17925,17819,17744,18431,20011
0704,1697,2991,3729,4738,6927,6927,6933,6511,6114,5736,5746,5880,6188,6646,6985,7446,10409,11049,12203,15571,16519,17798,21413,20481,19755,19201,18853,19208,19547,21186
OVERALL,2560,3489,4279,5228,7302,7304,7336,6535,5965,5784,5942,6084,6161,6447,6725,7084,9302,9928,11035,14465,15165,16423,19160,18532,16914,15653,15349,15506,16044,16642
MAX,24999227,15689848,15689848,19143115,58971737,58971737,58971737,47821737,45618910,45618912,48370046,49971451,52323514,49621846,49621846,53124890,53925563,36433965,36433965,44243913,44418959,42066389,42198357,43710585,43710585,52355509,51757997,51757997,51817222,52614088
